Scenario,fault,faultinf,Patient,init_bg,alert,alert_num,hazard_num,sub_TN,sub_FN,sub_TP,sub_FP,sub_TPR, sub_FPR,T2,T3,Reaction time(T3-t2),f1_micro,f1_macro,f1_weighted,Iteration_number,glucose_at_T3,prediction_rate,TN,FN,TP,FP
0,0,N/A,patientE,160,row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_27||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32,53,0,247,0,0,53,,0.17666666666666667,47.0,N/A,N/A,0, 0.45,0.90,300,0,0,0, 0,0,1
0,0,N/A,patientE,100,row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32,70,0,230,0,0,70,,0.23333333333333334,33.0,N/A,N/A,0, 0.43,0.87,300,0,0,0, 0,0,1
0,0,N/A,patientE,180,row_4||row_4||row_4||row_4||row_4||row_5||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_31||row_27||row_27||row_32||row_32||row_32||row_27||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32,56,0,244,0,0,56,,0.18666666666666668,7.0,N/A,N/A,0, 0.45,0.90,300,0,0,0, 0,0,1
0,0,N/A,patientE,120,row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_27||row_32||row_32||row_32||row_32||row_32,59,0,241,0,0,59,,0.19666666666666666,44.0,N/A,N/A,0, 0.45,0.89,300,0,0,0, 0,0,1
0,0,N/A,patientE,140,row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_27||row_32||row_32||row_27||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_27||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32,55,0,245,0,0,55,,0.18333333333333332,45.0,N/A,N/A,0, 0.45,0.90,300,0,0,0, 0,0,1
0,0,N/A,patientE,80,row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_27||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32,69,0,231,0,0,69,,0.23,50.0,N/A,N/A,0, 0.44,0.87,300,0,0,0, 0,0,1
0,0,N/A,patientB,100,row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32,67,0,233,0,0,67,,0.22333333333333333,24.0,N/A,N/A,0, 0.44,0.87,300,0,0,0, 0,0,1
0,0,N/A,patientB,80,row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_27||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32,67,0,233,0,0,67,,0.22333333333333333,28.0,N/A,N/A,0, 0.44,0.87,300,0,0,0, 0,0,1
0,0,N/A,patientB,140,row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_27||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_27,60,0,240,0,0,60,,0.2,35.0,N/A,N/A,0, 0.44,0.89,300,0,0,0, 0,0,1
0,0,N/A,patientB,120,row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_27||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_27||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_27||row_32||row_32||row_32||row_32||row_32||row_32||row_27||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_27,66,0,234,0,0,66,,0.22,31.0,N/A,N/A,0, 0.44,0.88,300,0,0,0, 0,0,1
0,0,N/A,patientB,180,row_4||row_4||row_4||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_27||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_27||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32,62,0,238,0,0,62,,0.20666666666666667,7.0,N/A,N/A,0, 0.44,0.88,300,0,0,0, 0,0,1
0,0,N/A,patientB,160,row_27||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_31||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_27||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32,64,0,236,0,0,64,,0.21333333333333335,38.0,N/A,N/A,0, 0.44,0.88,300,0,0,0, 0,0,1
0,0,N/A,patientB,200,row_4||row_4||row_4||row_5||row_32||row_27||row_32||row_27||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_31||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_27||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32,65,0,235,0,0,65,,0.21666666666666667,8.0,N/A,N/A,0, 0.44,0.88,300,0,0,0, 0,0,1
0,0,N/A,patientJ,180,row_4||row_4||row_4||row_4||row_4||row_5||row_4||row_4||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_32||row_27||row_32||row_32||row_27||row_32||row_27||row_32||row_32||row_27||row_32||row_27||row_32||row_32||row_27||row_32||row_32||row_27||row_32||row_27||row_32||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_32||row_32||row_27||row_32||row_27||row_32||row_32||row_27||row_32||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_32||row_27||row_32||row_32||row_27||row_27||row_27,105,0,195,0,0,105,,0.35,7.0,N/A,N/A,0, 0.39,0.79,300,0,0,0, 0,0,1
0,0,N/A,patientJ,160,row_32||row_32||row_32||row_32||row_32||row_32||row_27||row_32||row_32||row_32||row_32||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_32||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_32||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_32||row_27||row_32||row_27||row_32||row_32||row_27||row_32||row_27||row_32||row_32||row_27||row_32||row_32||row_27||row_32,73,0,227,0,0,73,,0.24333333333333335,54.0,N/A,N/A,0, 0.43,0.86,300,0,0,0, 0,0,1
0,0,N/A,patientJ,140,row_32||row_32||row_27||row_27||row_32||row_32||row_32||row_32||row_27||row_32||row_32||row_32||row_32||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_32||row_27||row_32||row_32||row_27||row_32||row_27||row_32||row_32||row_32||row_27||row_32||row_27||row_32||row_27||row_27||row_27||row_27||row_27||row_32||row_32||row_27||row_32||row_32||row_32||row_32||row_27||row_32||row_32||row_27||row_32||row_32||row_27||row_27||row_27||row_27||row_32||row_32||row_27||row_32||row_27||row_32||row_32||row_27||row_32||row_32||row_27||row_27||row_27,75,0,225,0,0,75,,0.25,54.0,N/A,N/A,0, 0.43,0.86,300,0,0,0, 0,0,1
0,0,N/A,patientJ,100,row_32||row_27||row_27||row_27||row_32||row_32||row_27||row_32||row_27||row_32||row_32||row_27||row_27||row_27||row_27||row_27||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_32||row_27||row_32||row_27||row_27||row_27||row_27||row_27||row_27||row_32||row_27||row_32||row_32||row_27||row_32||row_32||row_27||row_27||row_32||row_27||row_32||row_32||row_32||row_32||row_32||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_32||row_27||row_32||row_32||row_32||row_27||row_32||row_32||row_32||row_32||row_27||row_27,68,0,232,0,0,68,,0.22666666666666666,56.0,N/A,N/A,0, 0.44,0.87,300,0,0,0, 0,0,1
0,0,N/A,patientJ,200,row_4||row_4||row_4||row_5||row_5||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_32||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_32||row_32||row_27||row_32||row_32||row_27||row_32||row_32||row_27||row_32||row_32||row_32||row_27||row_32||row_32||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_32||row_32||row_27||row_32||row_32||row_32||row_27||row_32||row_27||row_32||row_32||row_32||row_27||row_32||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_27,81,0,219,0,0,81,,0.27,13.0,N/A,N/A,0, 0.42,0.84,300,0,0,0, 0,0,1
0,0,N/A,patientJ,120,row_32||row_32||row_32||row_32||row_32||row_32||row_27||row_32||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_32||row_32||row_32||row_27||row_32||row_32||row_27||row_32||row_32||row_27||row_27||row_32||row_27||row_32||row_32||row_27||row_27||row_32||row_32||row_27||row_32||row_32||row_27||row_32||row_27||row_32||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_32||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_32||row_27||row_32||row_27||row_32||row_32||row_27||row_32||row_32||row_27||row_32||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_32||row_27||row_27||row_27||row_32||row_32||row_32,88,0,212,0,0,88,,0.29333333333333333,55.0,N/A,N/A,0, 0.41,0.83,300,0,0,0, 0,0,1
0,0,N/A,patientJ,80,row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_32||row_32||row_27||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_32||row_27||row_27||row_27||row_27||row_27||row_27||row_32||row_27||row_32||row_32||row_27||row_32||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_27||row_27||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_32,78,0,222,0,0,78,,0.26,22.0,N/A,N/A,0, 0.43,0.85,300,0,0,0, 0,0,1
0,0,N/A,patientA,120,N/A,0,0,300,0,0,0,,0.0,N/A,N/A,N/A,0, 1.00,1.00,300,0,0,1, 0,0,0
0,0,N/A,patientA,200,row_4||row_4||row_4||row_4||row_4||row_4||row_5||row_5||row_5||row_5||row_5||row_5,12,0,288,0,0,12,,0.04,13.0,N/A,N/A,0, 0.49,0.98,300,0,0,0, 0,0,1
0,0,N/A,patientA,140,N/A,0,0,300,0,0,0,,0.0,N/A,N/A,N/A,0, 1.00,1.00,300,0,0,1, 0,0,0
0,0,N/A,patientA,160,N/A,0,0,300,0,0,0,,0.0,N/A,N/A,N/A,0, 1.00,1.00,300,0,0,1, 0,0,0
0,0,N/A,patientA,80,row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27,11,0,289,0,0,11,,0.03666666666666667,14.0,N/A,N/A,0, 0.49,0.98,300,0,0,0, 0,0,1
0,0,N/A,patientA,100,N/A,0,0,300,0,0,0,,0.0,N/A,N/A,N/A,0, 1.00,1.00,300,0,0,1, 0,0,0
0,0,N/A,patientA,180,row_4||row_4||row_4||row_4||row_4||row_4||row_4||row_4||row_5||row_5||row_5,11,0,289,0,0,11,,0.03666666666666667,7.0,N/A,N/A,0, 0.49,0.98,300,0,0,0, 0,0,1
0,0,N/A,patientD,200,row_4||row_4||row_4||row_4||row_5||row_4||row_4||row_5||row_4||row_4||row_4||row_5||row_5||row_4||row_5||row_5,16,0,284,0,0,16,,0.05333333333333334,13.0,N/A,N/A,0, 0.49,0.97,300,0,0,0, 0,0,1
0,0,N/A,patientD,180,row_4||row_4||row_4||row_4||row_4||row_4||row_4||row_4||row_6||row_6||row_5||row_5||row_5,13,0,287,0,0,13,,0.043333333333333335,7.0,N/A,N/A,0, 0.49,0.98,300,0,0,0, 0,0,1
0,0,N/A,patientD,80,row_27||row_27||row_27||row_27||row_27||row_27||row_27,7,0,293,0,0,7,,0.023333333333333334,17.0,N/A,N/A,0, 0.49,0.99,300,0,0,0, 0,0,1
0,0,N/A,patientD,100,N/A,0,0,300,0,0,0,,0.0,N/A,N/A,N/A,0, 1.00,1.00,300,0,0,1, 0,0,0
0,0,N/A,patientD,120,N/A,0,0,300,0,0,0,,0.0,N/A,N/A,N/A,0, 1.00,1.00,300,0,0,1, 0,0,0
0,0,N/A,patientD,160,N/A,0,0,300,0,0,0,,0.0,N/A,N/A,N/A,0, 1.00,1.00,300,0,0,1, 0,0,0
0,0,N/A,patientD,140,N/A,0,0,300,0,0,0,,0.0,N/A,N/A,N/A,0, 1.00,1.00,300,0,0,1, 0,0,0
0,0,N/A,patientC,180,row_4||row_4||row_4||row_4||row_4||row_5||row_27||row_32||row_32||row_31||row_32||row_27||row_27||row_27||row_27,15,0,285,0,0,15,,0.05,7.0,N/A,N/A,0, 0.49,0.97,300,0,0,0, 0,0,1
0,0,N/A,patientC,80,row_27||row_27||row_27||row_27||row_27||row_27||row_27,7,0,293,0,0,7,,0.023333333333333334,19.0,N/A,N/A,0, 0.49,0.99,300,0,0,0, 0,0,1
0,0,N/A,patientC,200,row_4||row_4||row_5||row_5||row_5||row_27||row_32||row_27||row_32||row_32||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27,19,0,281,0,0,19,,0.06333333333333334,13.0,N/A,N/A,0, 0.48,0.97,300,0,0,0, 0,0,1
0,0,N/A,patientC,140,row_32||row_32||row_27||row_32||row_27||row_32||row_27||row_27||row_27||row_27||row_27,11,0,289,0,0,11,,0.03666666666666667,48.0,N/A,N/A,0, 0.49,0.98,300,0,0,0, 0,0,1
0,0,N/A,patientC,160,row_32||row_27||row_32||row_27||row_32||row_27||row_27||row_27||row_27||row_27||row_27,11,0,289,0,0,11,,0.03666666666666667,46.0,N/A,N/A,0, 0.49,0.98,300,0,0,0, 0,0,1
0,0,N/A,patientC,120,row_27||row_27||row_32||row_27||row_32||row_27,6,0,294,0,0,6,,0.02,50.0,N/A,N/A,0, 0.49,0.99,300,0,0,0, 0,0,1
0,0,N/A,patientC,100,N/A,0,0,300,0,0,0,,0.0,N/A,N/A,N/A,0, 1.00,1.00,300,0,0,1, 0,0,0
0,0,N/A,patientI,100,row_32||row_27||row_27||row_27||row_32||row_32||row_27||row_32||row_27||row_32||row_32||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_32||row_32||row_27||row_32||row_32||row_27||row_32||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_32||row_27||row_32||row_32||row_27||row_27||row_32||row_32||row_27||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_27||row_32||row_32||row_27||row_32||row_32||row_27||row_32||row_32||row_27||row_31||row_27||row_32||row_27||row_32||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_27||row_32||row_32||row_27||row_27||row_27||row_27,92,0,208,0,0,92,,0.30666666666666664,56.0,N/A,N/A,0, 0.41,0.82,300,0,0,0, 0,0,1
